y,x1,x2,x3
0.048947302,0.670412908,0.071218796,-0.602060386
2.046866794,1.444467788,-1.159191606,-0.547614786
6.029229827,-0.359260838,1.724932327,1.484021333
6.094518863,-1.733313687,1.629439993,1.283186505
-0.224708154,0.066426199,0.174787986,-0.386718151
2.520199587,0.225504894,0.614769766,1.126202977
-1.851960188,-1.490130796,0.564157555,-1.129461344
-1.299995249,-1.024423997,0.540968419,-0.889519009
-1.697356953,0.554906281,0.06743986,-2.13808794
1.47886265,1.232457618,-1.027483344,-0.275028408
-2.022760856,-0.644765679,-0.709533305,-0.726345407
8.447467818,-1.273374001,1.6648418,2.227537018
0.34851109,0.670478288,-0.864070551,-0.273944988
-0.213850955,0.45323402,-1.539695562,-0.323827339
0.741010532,1.204481311,-0.420532492,-0.948218504
2.51378486,0.148300379,0.77164023,0.964235719
2.551637538,1.721555261,0.302967365,0.804847459
0.42317512,0.651081812,0.530629114,-0.269858215
0.038480233,0.350653068,1.687740019,-0.523898006
0.40433841,0.716300318,-0.950729705,-0.857315624
2.02310053,-0.065838683,0.76226594,0.724343959
-2.224450608,-0.424730042,-1.616733611,-0.816703306
-0.501354466,-0.005689134,-0.710971441,0.75892473
2.205595368,-0.194696852,0.797088148,0.805755422
-0.445819425,0.987148252,0.246514708,-1.15212104
0.265393373,0.392004106,0.969570776,-0.363584692
0.953199458,0.281066731,0.842055096,0.036237409
0.428804235,1.644016579,0.089587223,-1.062344219
-0.918207591,0.380277017,-2.912211201,-0.264761343
3.768621261,-0.430097078,1.316377051,0.999911204
-3.451642757,-1.138409485,1.094648856,-2.221871582
4.071937871,-0.259791609,2.136659813,0.522843877
-0.631810786,-0.908948045,0.623356233,-0.562302584
2.384397313,-2.594915506,0.891455694,0.938221777
-1.308548737,0.100262924,-1.260082496,1.057621043
1.591603752,-0.215087444,0.907557681,0.369021215
0.224551591,0.46931973,-1.511146817,-1.090034494
-1.466021748,-0.565203215,0.967873956,-1.22758775
0.475443543,0.405283058,0.050927625,0.037940732
-0.415324719,-0.378224665,0.508686461,-0.489289392
1.493956599,1.306914932,-0.215952637,0.154024595
4.839229739,-0.190772765,1.6131019,1.189836759
3.509991743,1.034303948,0.500982841,1.660827436
2.069020267,0.018593819,1.769002875,0.113512375
0.508317268,0.778481504,0.029580906,-0.268766595
-0.909838018,-0.020371914,-0.61936816,-0.676454786
-5.525806782,-2.400275612,-0.818287198,-1.888304859
-0.535931508,-0.158337999,0.939142072,-0.755714333
1.724727976,0.049152556,0.718594251,0.577391617
-0.887381442,0.251037671,-1.966040092,-0.345814689
0.130263597,0.87762395,1.541743092,-0.36826412
2.72970185,0.354908519,1.286932908,0.675404106
-2.652866631,0.959571005,0.652809067,-2.201603393
1.154213413,-0.684705615,1.296600208,-0.150426975
-3.044555365,-0.839519609,-1.399297169,-0.924120814
-3.471287729,-1.507275217,-0.840316585,0.894848316
0.182195557,0.681281113,-0.66875352,-0.863227826
-0.474359119,0.258351307,-1.333102434,-0.768482082
0.011783726,-0.54178285,-0.101076065,0.789170131
-1.898735327,0.174931261,1.789810711,-1.272625215
-1.646724358,-0.624586898,-0.18122096,-0.888796888
0.476662692,0.150036103,0.882523442,-0.224956814
1.850014034,0.455493664,0.342008021,0.900363349
-1.33328385,-0.038612356,-0.760988417,-2.10993758
3.640676684,0.549066228,0.87349706,1.439938813
1.024906082,-1.481282392,1.150743568,-0.1623305
-0.688746856,0.091834069,-0.63817829,-0.555547493
-0.757316847,-0.139952394,0.769282586,-0.844585252
0.826153992,-0.227120861,1.928114221,-0.448327569
-1.466878478,-1.377407358,0.699055827,-1.03081462
-3.217984293,-0.591390246,-1.643489346,0.017344704
0.964279485,1.564068266,1.721242065,0.136374948
0.807881867,-1.018948359,1.848435876,-0.668811388
0.931465448,-0.535145989,-0.107762913,1.829158709
2.523567068,0.168041226,0.894395503,0.850627893
0.377325492,1.923141484,0.752034438,-0.48605312
-0.114513457,0.203385048,-0.27860813,-0.13301384
-1.17541479,-0.109298004,1.037673286,-1.08810657
1.453922364,-0.256339063,1.139641773,0.130154942
0.125362556,0.512003823,0.099738805,-0.395833466
-2.627199175,-0.859301553,-0.879303176,-1.101999678
0.865871193,-1.203615743,1.407552912,-0.428741904
-0.476238905,1.815281827,0.153552305,-1.877966277
2.198015772,1.39665069,-1.64273509,-0.23302458
2.825748965,0.806356487,0.372652014,1.4185903
1.852476019,-1.138433103,0.830332611,0.663976796
-1.021856881,-0.474399505,-0.432449371,0.158832987
-2.697846608,-0.699789209,-1.217788279,-0.330256417
-0.390348184,0.124934702,-0.561284316,-0.054984265
0.169567881,-0.02980415,0.320605153,-0.099036783
-2.948143841,1.257087062,1.848248163,-1.309601552
0.374016992,-0.751854951,0.393341074,0.313487806
-0.786340336,0.499900495,-2.250760368,0.128431223
0.398086817,-0.833938576,0.092743759,0.971809747
-0.359748624,0.322217088,-1.007332775,-0.107357767
-0.015992926,-1.371694206,1.545747246,-0.907528629
-1.475851845,-0.730367633,-0.224075961,-0.461063718
1.325524011,0.675362699,0.277113437,0.438645415
