y,x1,x2,x3
0.888937231,0.469121601,0.470784479,-0.050968849
-0.020948883,0.400781424,-0.442043517,0.020313209
-0.227888824,-0.006972657,0.123418024,-0.344334191
0.849259739,0.460298909,0.041475916,0.347484914
0.238094907,0.151811976,-0.360606476,0.446889407
-0.431980611,-0.440684534,0.083997745,-0.075293823
0.167576294,0.074155524,-0.17390319,0.267323961
0.295417195,0.049668724,0.036337547,0.209410924
-0.427525192,0.4466999,-0.483414896,-0.390810196
-0.185573451,0.38572256,-0.293908366,-0.277387645
-0.734701036,0.000190767,-0.408000552,-0.32689125
-0.996395586,-0.467764172,-0.46319038,-0.065441033
0.259645702,0.466513078,-0.115938759,-0.090928617
-0.215352659,-0.455701841,-0.110036464,0.350385645
-0.516912222,-0.214415111,-0.447861795,0.145364684
-0.939243497,-0.467975293,-0.350741092,-0.120527112
0.399863092,-0.306845835,0.491855925,0.214853003
0.089565315,0.411337962,-0.345332671,0.023560025
-0.2427971,-0.490276556,0.099942197,0.14753726
0.183610437,-0.126000958,-0.075760897,0.385372292
0.380090773,0.264725255,-0.323293291,0.438658808
-0.873631273,-0.107822635,-0.453927531,-0.311881108
0.257698268,-0.165418187,0.42779697,-0.004680516
-0.080270933,0.09318375,-0.302336793,0.12888211
-0.643828586,-0.371549494,0.192366565,-0.464645657
0.477074651,0.202915423,0.248357815,0.025801413
-0.196740403,0.448476871,-0.17841413,-0.466803143
0.246797245,-0.134829311,0.183310008,0.198316548
-0.428407298,-0.118594043,-0.103748743,-0.206064513
-0.365245672,-0.116722153,0.082738733,-0.331262252
-0.364975321,-0.289373416,0.134421473,-0.210023378
-0.218282415,-0.381980269,-0.091167874,0.254865729
-0.105987747,-0.134180612,-0.377292159,0.405485023
0.056616848,0.191715005,-0.326092099,0.190993943
0.46316028,0.248017804,0.098627489,0.116514988
0.238182245,-0.169662819,0.386886574,0.020958491
-0.565881941,-0.412218552,0.206245832,-0.359909221
-0.886379747,-0.022734083,-0.390144895,-0.47350077
-0.50751068,0.317500639,-0.405664142,-0.419347176
0.69760571,0.229475575,0.307501721,0.160628414
0.342163471,0.081130178,0.273102398,-0.012069105
-0.27270751,0.401977065,-0.439116357,-0.235568217
-0.216290541,-0.083033349,-0.288766317,0.155509126
0.074288959,-0.472727487,0.138223398,0.408793048
0.148968529,0.07835133,0.207643478,-0.137026279
0.188841671,-0.18190213,0.009416786,0.361327016
-0.437403321,-0.430383793,0.405912423,-0.412931952
-0.051505943,-0.111958634,-0.045258265,0.105710957
-0.49136362,-0.405321111,-0.450429083,0.364386574
-0.418381532,0.170840019,-0.093688398,-0.495533154
0.751881806,0.278200661,0.099096437,0.374584708
0.098526167,0.10658563,0.325810497,-0.333869959
0.622120843,0.035396141,0.123009491,0.463715212
-0.893646299,-0.21210804,-0.186799949,-0.49473831
0.339156164,0.32884322,-0.437686239,0.447999182
-0.17490344,0.193498991,-0.308726023,-0.059676408
-0.353373983,-0.272814384,-0.311735866,0.231176267
0.094025689,-0.05479012,0.080570207,0.068245601
-0.034126585,-0.236956675,0.292192413,-0.089362323
0.75909285,-0.124850176,0.441088362,0.442854664
-0.080789101,-0.341512538,-0.07799782,0.338721257
0.002574645,-0.389037582,0.009463847,0.38214838
0.490518706,0.039053004,0.473984656,-0.022518953
-0.417805759,-0.259502727,-0.47193855,0.313635518
0.442561507,0.37475467,0.321158289,-0.253351452
0.079823078,-0.366139746,0.221115612,0.224847212
0.181129954,0.429698684,-0.467119545,0.218550815
-0.358941986,0.337559574,-0.222009391,-0.474492169
-0.084583041,0.204037115,0.027389314,-0.31600947
-0.521150148,0.126618328,-0.209847956,-0.43792052
0.254041386,0.205691206,0.156297815,-0.107947635
-0.286241127,-0.437230461,-0.316386614,0.467375948
0.677285365,0.373745987,0.418496519,-0.114957141
0.169050632,0.304854795,0.294686013,-0.430490175
0.394098197,0.188167946,-0.10879404,0.314724291
0.44302165,0.426155857,0.442578311,-0.425712517
0.402922961,-0.156822047,0.100808938,0.45893607
0.405956903,0.023568366,0.216036682,0.166351855
0.005298505,-0.161234021,0.160254728,0.006277798
0.147435473,-0.334988007,0.091753263,0.390670217
0.054183315,0.4414369,0.106032197,-0.493285783
0.284714383,-0.366520677,0.368949873,0.282285186
-0.480995035,-0.392975395,0.024182339,-0.112201979
0.004186324,-0.270932563,0.419645456,-0.144526569
-0.329258845,0.457708555,-0.411980132,-0.374987268
0.692528963,0.206074823,0.316861672,0.169592468
-0.132012118,-0.488870432,-0.135730825,0.492589139
-0.032148476,0.27331806,-0.485254554,0.179788018
0.132266305,0.062135528,-0.133335036,0.203465813
-0.294388322,-0.16222501,0.123252985,-0.255416296
-0.264498193,0.230861866,-0.310917975,-0.184442084
-0.005001485,0.255305284,-0.103528067,-0.156778702
0.134564709,0.016824195,0.080266453,0.03747406
-0.609879772,-0.355046858,-0.315149346,0.060316432
-0.002057533,0.078542715,-0.274035965,0.193435717
0.94777519,0.3980649,0.157733246,0.391977045
0.501370883,0.022943215,0.041387319,0.437040349
0.015678967,-0.109773389,-0.230442295,0.355894651
0.217195404,0.324521087,0.388826717,-0.4961524
-0.151829677,-0.400455455,0.349065131,-0.100439352
0.367370673,-0.152857342,0.340191993,0.180036022
-0.591806693,-0.298557485,-0.353321277,0.060072069
-0.263151012,-0.232076406,0.153512285,-0.184586891
0.507810254,0.159978275,0.294480621,0.053351357
-0.469885233,-0.215806117,-0.472241684,0.218162568
0.460770911,0.369972952,-0.09413396,0.184931919
-0.123102754,-0.208269315,-0.005884928,0.091051489
0.237709863,0.223229565,-0.277140221,0.291620518
-0.368007697,-0.447537167,0.268172545,-0.188643075
-0.358555059,-0.03019688,0.07460468,-0.402962859
0.137766415,0.289241363,-0.278641929,0.127166981
0.809817066,0.361678832,0.182965936,0.265172298
-0.233135558,-0.350327178,-0.225197664,0.342389285
-0.035686746,-0.172424883,-0.026758289,0.163496426
0.764495717,-0.020451104,0.434798676,0.350148145
